Destination,Year,Sector,Value
International,2004,Electrical Equipment,445
International,2005,Electrical Equipment,400
International,2006,Electrical Equipment,400
International,2007,Electrical Equipment,375
International,2008,Electrical Equipment,390
International,2009,Electrical Equipment,420
International,2010,Electrical Equipment,350
International,2011,Electrical Equipment,380
International,2012,Electrical Equipment,350
International,2013,Electrical Equipment,440
International,2014,Electrical Equipment,410
International,2015,Electrical Equipment,335
International,2016,Electrical Equipment,340
International,2017,Electrical Equipment,260
International,2018,Electrical Equipment,240
International,2002,Financial and Insurance,835
International,2003,Financial and Insurance,755
International,2004,Financial and Insurance,1010
International,2005,Financial and Insurance,1050
International,2006,Financial and Insurance,1085
International,2007,Financial and Insurance,650
International,2008,Financial and Insurance,750
International,2009,Financial and Insurance,1295
International,2010,Financial and Insurance,1480
International,2011,Financial and Insurance,1645
International,2012,Financial and Insurance,1515
International,2013,Financial and Insurance,1570
International,2014,Financial and Insurance,1435
International,2015,Financial and Insurance,1605
International,2016,Financial and Insurance,1835
International,2017,Financial and Insurance,2075
International,2018,Financial and Insurance,2165
International,2002,"Food Products, Beverages and Tobacco Products",3005
International,2003,"Food Products, Beverages and Tobacco Products",3115
International,2004,"Food Products, Beverages and Tobacco Products",3035
International,2005,"Food Products, Beverages and Tobacco Products",3155
International,2006,"Food Products, Beverages and Tobacco Products",3225
International,2007,"Food Products, Beverages and Tobacco Products",3640
International,2008,"Food Products, Beverages and Tobacco Products",3915
International,2009,"Food Products, Beverages and Tobacco Products",4105
International,2010,"Food Products, Beverages and Tobacco Products",4600
International,2011,"Food Products, Beverages and Tobacco Products",5525
International,2012,"Food Products, Beverages and Tobacco Products",5700
International,2013,"Food Products, Beverages and Tobacco Products",5640
International,2014,"Food Products, Beverages and Tobacco Products",5315
International,2015,"Food Products, Beverages and Tobacco Products",5320
International,2016,"Food Products, Beverages and Tobacco Products",5525
International,2017,"Food Products, Beverages and Tobacco Products",5925
International,2018,"Food Products, Beverages and Tobacco Products",6345
International,2002,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",395
International,2003,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",315
International,2004,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",335
International,2005,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",390
International,2006,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",420
International,2007,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",475
International,2008,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",510
International,2009,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",565
International,2010,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",535
International,2011,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",630
International,2012,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",705
International,2013,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",720
International,2014,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",805
International,2015,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",755
International,2016,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",710
International,2017,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",665
International,2018,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",870
International,2002,Information and Communication,310
International,2003,Information and Communication,375
International,2004,Information and Communication,450
International,2005,Information and Communication,575
International,2006,Information and Communication,615
International,2007,Information and Communication,590
International,2008,Information and Communication,740
International,2009,Information and Communication,685
International,2010,Information and Communication,745
International,2011,Information and Communication,785
International,2012,Information and Communication,790
International,2013,Information and Communication,785
International,2014,Information and Communication,930
International,2015,Information and Communication,1140
International,2016,Information and Communication,1185
International,2017,Information and Communication,1470
International,2018,Information and Communication,1485
International,2002,Machinery and Equipment N.E.C.,760
International,2003,Machinery and Equipment N.E.C.,840
International,2004,Machinery and Equipment N.E.C.,785
International,2005,Machinery and Equipment N.E.C.,795
International,2006,Machinery and Equipment N.E.C.,780
International,2007,Machinery and Equipment N.E.C.,890
International,2008,Machinery and Equipment N.E.C.,1020
International,2009,Machinery and Equipment N.E.C.,1090
International,2010,Machinery and Equipment N.E.C.,1055
International,2011,Machinery and Equipment N.E.C.,1050
International,2012,Machinery and Equipment N.E.C.,1245
International,2013,Machinery and Equipment N.E.C.,1300
International,2014,Machinery and Equipment N.E.C.,1405
International,2015,Machinery and Equipment N.E.C.,1380
International,2016,Machinery and Equipment N.E.C.,1315
International,2017,Machinery and Equipment N.E.C.,1150
International,2018,Machinery and Equipment N.E.C.,1295
International,2002,Mining & Quarrying,430
International,2003,Mining & Quarrying,385
International,2004,Mining & Quarrying,460
International,2005,Mining & Quarrying,515
International,2006,Mining & Quarrying,490
International,2007,Mining & Quarrying,700
International,2008,Mining & Quarrying,635
International,2009,Mining & Quarrying,845
International,2010,Mining & Quarrying,1405
International,2011,Mining & Quarrying,1730
International,2012,Mining & Quarrying,1595
International,2013,Mining & Quarrying,1675
International,2014,Mining & Quarrying,2010
International,2015,Mining & Quarrying,2100
International,2016,Mining & Quarrying,1885
International,2017,Mining & Quarrying,1730
International,2018,Mining & Quarrying,1945
International,2002,Other Services,130
International,2003,Other Services,150
International,2004,Other Services,170
International,2005,Other Services,145
International,2006,Other Services,115
International,2007,Other Services,125
International,2008,Other Services,145
International,2009,Other Services,200
International,2010,Other Services,140
International,2011,Other Services,125
International,2012,Other Services,170
International,2013,Other Services,180
International,2014,Other Services,155
International,2015,Other Services,70
International,2016,Other Services,95
International,2017,Other Services,160
International,2018,Other Services,145
International,2002,"Professional, Scientific & Technical",1300
International,2003,"Professional, Scientific & Technical",1080
International,2004,"Professional, Scientific & Technical",1020
International,2005,"Professional, Scientific & Technical",1195
International,2006,"Professional, Scientific & Technical",1265
International,2007,"Professional, Scientific & Technical",1830
International,2008,"Professional, Scientific & Technical",1985
International,2009,"Professional, Scientific & Technical",2170
International,2010,"Professional, Scientific & Technical",2465
International,2011,"Professional, Scientific & Technical",2670
International,2012,"Professional, Scientific & Technical",3030
International,2013,"Professional, Scientific & Technical",3425
International,2014,"Professional, Scientific & Technical",3465
International,2015,"Professional, Scientific & Technical",3420
International,2016,"Professional, Scientific & Technical",3700
International,2017,"Professional, Scientific & Technical",3515
International,2018,"Professional, Scientific & Technical",3395
International,2002,Real Estate Activities,20
International,2003,Real Estate Activities,45
International,2004,Real Estate Activities,20
International,2005,Real Estate Activities,20
International,2006,Real Estate Activities,35
International,2007,Real Estate Activities,30
International,2008,Real Estate Activities,45
International,2009,Real Estate Activities,55
International,2010,Real Estate Activities,45
International,2011,Real Estate Activities,35
International,2012,Real Estate Activities,40
International,2013,Real Estate Activities,45
International,2014,Real Estate Activities,65
International,2015,Real Estate Activities,75
International,2016,Real Estate Activities,50
International,2017,Real Estate Activities,75
International,2018,Real Estate Activities,80
International,2002,"Rubber, Plastic and Other Non-Metallic Mineral Products",395
International,2003,"Rubber, Plastic and Other Non-Metallic Mineral Products",420
International,2004,"Rubber, Plastic and Other Non-Metallic Mineral Products",510
International,2005,"Rubber, Plastic and Other Non-Metallic Mineral Products",530
International,2006,"Rubber, Plastic and Other Non-Metallic Mineral Products",550
International,2007,"Rubber, Plastic and Other Non-Metallic Mineral Products",545
International,2008,"Rubber, Plastic and Other Non-Metallic Mineral Products",530
International,2009,"Rubber, Plastic and Other Non-Metallic Mineral Products",510
International,2010,"Rubber, Plastic and Other Non-Metallic Mineral Products",570
International,2011,"Rubber, Plastic and Other Non-Metallic Mineral Products",735
International,2012,"Rubber, Plastic and Other Non-Metallic Mineral Products",795
International,2013,"Rubber, Plastic and Other Non-Metallic Mineral Products",835
International,2014,"Rubber, Plastic and Other Non-Metallic Mineral Products",840
International,2015,"Rubber, Plastic and Other Non-Metallic Mineral Products",745
International,2016,"Rubber, Plastic and Other Non-Metallic Mineral Products",780
International,2017,"Rubber, Plastic and Other Non-Metallic Mineral Products",785
International,2018,"Rubber, Plastic and Other Non-Metallic Mineral Products",830
International,2002,"Textiles, Wearing Apparel and Leather",395
International,2003,"Textiles, Wearing Apparel and Leather",390
International,2004,"Textiles, Wearing Apparel and Leather",395
International,2005,"Textiles, Wearing Apparel and Leather",375
International,2006,"Textiles, Wearing Apparel and Leather",390
International,2007,"Textiles, Wearing Apparel and Leather",335
International,2008,"Textiles, Wearing Apparel and Leather",340
International,2009,"Textiles, Wearing Apparel and Leather",295
International,2010,"Textiles, Wearing Apparel and Leather",290
International,2011,"Textiles, Wearing Apparel and Leather",350
International,2012,"Textiles, Wearing Apparel and Leather",370
International,2013,"Textiles, Wearing Apparel and Leather",365
International,2014,"Textiles, Wearing Apparel and Leather",360
International,2015,"Textiles, Wearing Apparel and Leather",375
International,2016,"Textiles, Wearing Apparel and Leather",340
International,2017,"Textiles, Wearing Apparel and Leather",325
International,2018,"Textiles, Wearing Apparel and Leather",360
International,2002,Total,20585
International,2003,Total,19630
International,2004,Total,19140
International,2005,Total,18705
International,2006,Total,19615
International,2007,Total,20735
International,2008,Total,22590
International,2009,Total,22900
International,2010,Total,24385
International,2011,Total,27515
International,2012,Total,28255
International,2013,Total,29940
International,2014,Total,29220
International,2015,Total,30185
International,2016,Total,31145
International,2017,Total,32705
International,2018,Total,33830
International,2002,Total Manufacturing,14945
International,2003,Total Manufacturing,13860
International,2004,Total Manufacturing,12855
International,2005,Total Manufacturing,12050
International,2006,Total Manufacturing,12235
International,2007,Total Manufacturing,12855
International,2008,Total Manufacturing,13825
International,2009,Total Manufacturing,13200
International,2010,Total Manufacturing,13980
International,2011,Total Manufacturing,15765
International,2012,Total Manufacturing,15835
International,2013,Total Manufacturing,16420
International,2014,Total Manufacturing,15050
International,2015,Total Manufacturing,16075
International,2016,Total Manufacturing,16395
International,2017,Total Manufacturing,17960
International,2018,Total Manufacturing,18655
International,2002,Total Services,4855
International,2003,Total Services,4895
International,2004,Total Services,5365
International,2005,Total Services,5595
International,2006,Total Services,6415
International,2007,Total Services,6715
International,2008,Total Services,7565
International,2009,Total Services,8160
International,2010,Total Services,8395
International,2011,Total Services,9345
International,2012,Total Services,10090
International,2013,Total Services,11140
International,2014,Total Services,11305
International,2015,Total Services,11245
International,2016,Total Services,11940
International,2017,Total Services,12095
International,2018,Total Services,12175
International,2002,Transport Equipment,700
International,2003,Transport Equipment,765
International,2004,Transport Equipment,800
International,2005,Transport Equipment,835
International,2006,Transport Equipment,940
International,2007,Transport Equipment,1010
International,2008,Transport Equipment,985
International,2009,Transport Equipment,950
International,2010,Transport Equipment,1065
International,2011,Transport Equipment,930
International,2012,Transport Equipment,1025
International,2013,Transport Equipment,1250
International,2014,Transport Equipment,1195
International,2015,Transport Equipment,1160
International,2016,Transport Equipment,1350
International,2017,Transport Equipment,1580
International,2018,Transport Equipment,1405
International,2002,Transportation and Storage,570
International,2003,Transportation and Storage,680
International,2004,Transportation and Storage,745
International,2005,Transportation and Storage,580
International,2006,Transportation and Storage,705
International,2007,Transportation and Storage,680
International,2008,Transportation and Storage,910
International,2009,Transportation and Storage,880
International,2010,Transportation and Storage,825
International,2011,Transportation and Storage,935
International,2012,Transportation and Storage,835
International,2013,Transportation and Storage,1060
International,2014,Transportation and Storage,1140
International,2015,Transportation and Storage,1030
International,2016,Transportation and Storage,1165
International,2017,Transportation and Storage,1100
International,2018,Transportation and Storage,1110
International,2002,Utilities,95
International,2003,Utilities,70
International,2004,Utilities,75
International,2005,Utilities,95
International,2006,Utilities,115
International,2007,Utilities,130
International,2008,Utilities,185
International,2009,Utilities,260
International,2010,Utilities,235
International,2011,Utilities,285
International,2012,Utilities,355
International,2013,Utilities,330
International,2014,Utilities,335
International,2015,Utilities,285
International,2016,Utilities,390
International,2017,Utilities,235
International,2018,Utilities,260
International,2002,"Wholesale, Retail and Repairs",1005
International,2003,"Wholesale, Retail and Repairs",965
International,2004,"Wholesale, Retail and Repairs",1100
International,2005,"Wholesale, Retail and Repairs",1070
International,2006,"Wholesale, Retail and Repairs",1395
International,2007,"Wholesale, Retail and Repairs",1565
International,2008,"Wholesale, Retail and Repairs",1620
International,2009,"Wholesale, Retail and Repairs",1475
International,2010,"Wholesale, Retail and Repairs",1375
International,2011,"Wholesale, Retail and Repairs",1640
International,2012,"Wholesale, Retail and Repairs",1865
International,2013,"Wholesale, Retail and Repairs",1880
International,2014,"Wholesale, Retail and Repairs",1720
International,2015,"Wholesale, Retail and Repairs",1815
International,2016,"Wholesale, Retail and Repairs",2015
International,2017,"Wholesale, Retail and Repairs",1900
International,2018,"Wholesale, Retail and Repairs",1860
International,2002,"Wood and Paper Products, and Printing",345
International,2003,"Wood and Paper Products, and Printing",375
International,2004,"Wood and Paper Products, and Printing",405
International,2005,"Wood and Paper Products, and Printing",400
International,2006,"Wood and Paper Products, and Printing",380
International,2007,"Wood and Paper Products, and Printing",360
International,2008,"Wood and Paper Products, and Printing",365
International,2009,"Wood and Paper Products, and Printing",360
International,2010,"Wood and Paper Products, and Printing",395
International,2011,"Wood and Paper Products, and Printing",400
International,2012,"Wood and Paper Products, and Printing",410
International,2013,"Wood and Paper Products, and Printing",420
International,2014,"Wood and Paper Products, and Printing",360
International,2015,"Wood and Paper Products, and Printing",460
International,2016,"Wood and Paper Products, and Printing",400
International,2017,"Wood and Paper Products, and Printing",325
International,2018,"Wood and Paper Products, and Printing",340
Non-EU,2002,Accommodation and Food Services,115
Non-EU,2003,Accommodation and Food Services,175
Non-EU,2004,Accommodation and Food Services,170
Non-EU,2005,Accommodation and Food Services,165
Non-EU,2006,Accommodation and Food Services,185
Non-EU,2007,Accommodation and Food Services,150
Non-EU,2008,Accommodation and Food Services,145
Non-EU,2009,Accommodation and Food Services,145
Non-EU,2010,Accommodation and Food Services,150
Non-EU,2011,Accommodation and Food Services,165
Non-EU,2012,Accommodation and Food Services,170
Non-EU,2013,Accommodation and Food Services,155
Non-EU,2014,Accommodation and Food Services,230
Non-EU,2015,Accommodation and Food Services,195
Non-EU,2016,Accommodation and Food Services,160
Non-EU,2017,Accommodation and Food Services,160
Non-EU,2018,Accommodation and Food Services,200
Non-EU,2002,Administrative and Support Services,215
Non-EU,2003,Administrative and Support Services,215
Non-EU,2004,Administrative and Support Services,220
Non-EU,2005,Administrative and Support Services,230
Non-EU,2006,Administrative and Support Services,355
Non-EU,2007,Administrative and Support Services,430
Non-EU,2008,Administrative and Support Services,525
Non-EU,2009,Administrative and Support Services,490
Non-EU,2010,Administrative and Support Services,360
Non-EU,2011,Administrative and Support Services,475
Non-EU,2012,Administrative and Support Services,670
Non-EU,2013,Administrative and Support Services,795
Non-EU,2014,Administrative and Support Services,830
Non-EU,2015,Administrative and Support Services,690
Non-EU,2016,Administrative and Support Services,535
Non-EU,2017,Administrative and Support Services,455
Non-EU,2018,Administrative and Support Services,475
Non-EU,2002,"Agriculture, Forestry and Fishing",85
Non-EU,2003,"Agriculture, Forestry and Fishing",70
Non-EU,2004,"Agriculture, Forestry and Fishing",80
Non-EU,2005,"Agriculture, Forestry and Fishing",75
Non-EU,2006,"Agriculture, Forestry and Fishing",75
Non-EU,2007,"Agriculture, Forestry and Fishing",75
Non-EU,2008,"Agriculture, Forestry and Fishing",100
Non-EU,2009,"Agriculture, Forestry and Fishing",150
Non-EU,2010,"Agriculture, Forestry and Fishing",120
Non-EU,2011,"Agriculture, Forestry and Fishing",145
Non-EU,2012,"Agriculture, Forestry and Fishing",150
Non-EU,2013,"Agriculture, Forestry and Fishing",135
Non-EU,2014,"Agriculture, Forestry and Fishing",195
Non-EU,2015,"Agriculture, Forestry and Fishing",160
Non-EU,2016,"Agriculture, Forestry and Fishing",180
Non-EU,2017,"Agriculture, Forestry and Fishing",245
Non-EU,2018,"Agriculture, Forestry and Fishing",300
Non-EU,2002,"Basic Metals and Fabricated Metal Products, Except Machinery",335
Non-EU,2003,"Basic Metals and Fabricated Metal Products, Except Machinery",270
Non-EU,2004,"Basic Metals and Fabricated Metal Products, Except Machinery",260
Non-EU,2005,"Basic Metals and Fabricated Metal Products, Except Machinery",325
Non-EU,2006,"Basic Metals and Fabricated Metal Products, Except Machinery",420
Non-EU,2007,"Basic Metals and Fabricated Metal Products, Except Machinery",445
Non-EU,2008,"Basic Metals and Fabricated Metal Products, Except Machinery",455
Non-EU,2009,"Basic Metals and Fabricated Metal Products, Except Machinery",420
Non-EU,2010,"Basic Metals and Fabricated Metal Products, Except Machinery",510
Non-EU,2011,"Basic Metals and Fabricated Metal Products, Except Machinery",385
Non-EU,2012,"Basic Metals and Fabricated Metal Products, Except Machinery",370
Non-EU,2013,"Basic Metals and Fabricated Metal Products, Except Machinery",445
Non-EU,2014,"Basic Metals and Fabricated Metal Products, Except Machinery",325
Non-EU,2015,"Basic Metals and Fabricated Metal Products, Except Machinery",725
Non-EU,2016,"Basic Metals and Fabricated Metal Products, Except Machinery",715
Non-EU,2017,"Basic Metals and Fabricated Metal Products, Except Machinery",660
Non-EU,2018,"Basic Metals and Fabricated Metal Products, Except Machinery",470
Non-EU,2002,Basic Pharmaceuticals and Their Products,85
Non-EU,2003,Basic Pharmaceuticals and Their Products,165
Non-EU,2004,Basic Pharmaceuticals and Their Products,135
Non-EU,2005,Basic Pharmaceuticals and Their Products,100
Non-EU,2006,Basic Pharmaceuticals and Their Products,85
Non-EU,2007,Basic Pharmaceuticals and Their Products,105
Non-EU,2008,Basic Pharmaceuticals and Their Products,115
Non-EU,2009,Basic Pharmaceuticals and Their Products,90
Non-EU,2010,Basic Pharmaceuticals and Their Products,80
Non-EU,2011,Basic Pharmaceuticals and Their Products,65
Non-EU,2012,Basic Pharmaceuticals and Their Products,115
Non-EU,2013,Basic Pharmaceuticals and Their Products,110
Non-EU,2014,Basic Pharmaceuticals and Their Products,195
Non-EU,2015,Basic Pharmaceuticals and Their Products,220
Non-EU,2016,Basic Pharmaceuticals and Their Products,175
Non-EU,2017,Basic Pharmaceuticals and Their Products,130
Non-EU,2018,Basic Pharmaceuticals and Their Products,110
Non-EU,2002,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",495
Non-EU,2003,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",490
Non-EU,2004,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",475
Non-EU,2005,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",565
Non-EU,2006,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",495
Non-EU,2007,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",565
Non-EU,2008,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",535
Non-EU,2009,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",505
Non-EU,2010,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",495
Non-EU,2011,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",415
Non-EU,2012,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",460
Non-EU,2013,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",305
Non-EU,2014,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",370
Non-EU,2015,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",375
Non-EU,2016,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",330
Non-EU,2017,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",565
Non-EU,2018,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",560
Non-EU,2002,"Computer, Electronic and Optical Products",1760
Non-EU,2003,"Computer, Electronic and Optical Products",1395
Non-EU,2004,"Computer, Electronic and Optical Products",1045
Non-EU,2005,"Computer, Electronic and Optical Products",930
Non-EU,2006,"Computer, Electronic and Optical Products",740
Non-EU,2007,"Computer, Electronic and Optical Products",815
Non-EU,2008,"Computer, Electronic and Optical Products",805
Non-EU,2009,"Computer, Electronic and Optical Products",775
Non-EU,2010,"Computer, Electronic and Optical Products",735
Non-EU,2011,"Computer, Electronic and Optical Products",665
Non-EU,2012,"Computer, Electronic and Optical Products",660
Non-EU,2013,"Computer, Electronic and Optical Products",670
Non-EU,2014,"Computer, Electronic and Optical Products",600
Non-EU,2015,"Computer, Electronic and Optical Products",705
Non-EU,2016,"Computer, Electronic and Optical Products",670
Non-EU,2017,"Computer, Electronic and Optical Products",730
Non-EU,2018,"Computer, Electronic and Optical Products",625
Non-EU,2002,Construction,30
Non-EU,2003,Construction,220
Non-EU,2004,Construction,150
Non-EU,2005,Construction,195
Non-EU,2006,Construction,140
Non-EU,2007,Construction,75
Non-EU,2008,Construction,90
Non-EU,2009,Construction,75
Non-EU,2010,Construction,40
Non-EU,2011,Construction,50
Non-EU,2012,Construction,45
Non-EU,2013,Construction,55
Non-EU,2014,Construction,70
Non-EU,2015,Construction,60
Non-EU,2016,Construction,65
Non-EU,2017,Construction,55
Non-EU,2018,Construction,60
Non-EU,2002,Education,115
Non-EU,2003,Education,190
Non-EU,2004,Education,185
Non-EU,2005,Education,200
Non-EU,2006,Education,220
Non-EU,2007,Education,190
Non-EU,2008,Education,210
Non-EU,2009,Education,260
Non-EU,2010,Education,280
Non-EU,2011,Education,335
Non-EU,2012,Education,360
Non-EU,2013,Education,395
Non-EU,2014,Education,445
Non-EU,2015,Education,465
Non-EU,2016,Education,490
Non-EU,2017,Education,500
Non-EU,2018,Education,515
Non-EU,2002,Electrical Equipment,180
Non-EU,2003,Electrical Equipment,160
Non-EU,2004,Electrical Equipment,155
Non-EU,2005,Electrical Equipment,125
Non-EU,2006,Electrical Equipment,115
Non-EU,2007,Electrical Equipment,125
Non-EU,2008,Electrical Equipment,150
Non-EU,2009,Electrical Equipment,170
Non-EU,2010,Electrical Equipment,165
Non-EU,2011,Electrical Equipment,175
Non-EU,2012,Electrical Equipment,190
Non-EU,2013,Electrical Equipment,295
Non-EU,2014,Electrical Equipment,265
Non-EU,2015,Electrical Equipment,195
Non-EU,2016,Electrical Equipment,210
Non-EU,2017,Electrical Equipment,115
Non-EU,2018,Electrical Equipment,90
Non-EU,2002,Financial and Insurance,315
Non-EU,2003,Financial and Insurance,305
Non-EU,2004,Financial and Insurance,675
Non-EU,2005,Financial and Insurance,620
Non-EU,2006,Financial and Insurance,680
Non-EU,2007,Financial and Insurance,455
Non-EU,2008,Financial and Insurance,445
Non-EU,2009,Financial and Insurance,825
Non-EU,2010,Financial and Insurance,1230
Non-EU,2011,Financial and Insurance,910
Non-EU,2012,Financial and Insurance,1165
Non-EU,2013,Financial and Insurance,1225
Non-EU,2014,Financial and Insurance,1215
Non-EU,2015,Financial and Insurance,1135
Non-EU,2016,Financial and Insurance,1410
Non-EU,2017,Financial and Insurance,1325
Non-EU,2018,Financial and Insurance,1335
Non-EU,2002,"Food Products, Beverages and Tobacco Products",1755
Non-EU,2003,"Food Products, Beverages and Tobacco Products",1765
Non-EU,2004,"Food Products, Beverages and Tobacco Products",1695
Non-EU,2005,"Food Products, Beverages and Tobacco Products",1915
Non-EU,2006,"Food Products, Beverages and Tobacco Products",1955
Non-EU,2007,"Food Products, Beverages and Tobacco Products",2065
Non-EU,2008,"Food Products, Beverages and Tobacco Products",2135
Non-EU,2009,"Food Products, Beverages and Tobacco Products",2235
Non-EU,2010,"Food Products, Beverages and Tobacco Products",2640
Non-EU,2011,"Food Products, Beverages and Tobacco Products",3365
Non-EU,2012,"Food Products, Beverages and Tobacco Products",3595
Non-EU,2013,"Food Products, Beverages and Tobacco Products",3530
Non-EU,2014,"Food Products, Beverages and Tobacco Products",3255
Non-EU,2015,"Food Products, Beverages and Tobacco Products",3290
Non-EU,2016,"Food Products, Beverages and Tobacco Products",3470
Non-EU,2017,"Food Products, Beverages and Tobacco Products",3680
Non-EU,2018,"Food Products, Beverages and Tobacco Products",4020
Non-EU,2002,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",190
Non-EU,2003,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",190
Non-EU,2004,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",205
Non-EU,2005,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",255
Non-EU,2006,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",285
Non-EU,2007,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",345
Non-EU,2008,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",360
Non-EU,2009,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",400
Non-EU,2010,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",395
Non-EU,2011,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",470
Non-EU,2012,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",480
Non-EU,2013,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",535
Non-EU,2014,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",625
Non-EU,2015,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",565
Non-EU,2016,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",520
Non-EU,2017,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",440
Non-EU,2018,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",665
Non-EU,2002,Information and Communication,185
Non-EU,2003,Information and Communication,240
Non-EU,2004,Information and Communication,320
Non-EU,2005,Information and Communication,370
Non-EU,2006,Information and Communication,445
Non-EU,2007,Information and Communication,440
Non-EU,2008,Information and Communication,535
Non-EU,2009,Information and Communication,495
Non-EU,2010,Information and Communication,510
Non-EU,2011,Information and Communication,555
Non-EU,2012,Information and Communication,505
Non-EU,2013,Information and Communication,625
Non-EU,2014,Information and Communication,685
Non-EU,2015,Information and Communication,835
Non-EU,2016,Information and Communication,870
Non-EU,2017,Information and Communication,1005
Non-EU,2018,Information and Communication,1105
Non-EU,2002,Machinery and Equipment N.E.C.,500
Non-EU,2003,Machinery and Equipment N.E.C.,450
Non-EU,2004,Machinery and Equipment N.E.C.,520
Non-EU,2005,Machinery and Equipment N.E.C.,515
Non-EU,2006,Machinery and Equipment N.E.C.,390
Non-EU,2007,Machinery and Equipment N.E.C.,445
Non-EU,2008,Machinery and Equipment N.E.C.,570
Non-EU,2009,Machinery and Equipment N.E.C.,635
Non-EU,2010,Machinery and Equipment N.E.C.,725
Non-EU,2011,Machinery and Equipment N.E.C.,550
Non-EU,2012,Machinery and Equipment N.E.C.,770
Non-EU,2013,Machinery and Equipment N.E.C.,800
Non-EU,2014,Machinery and Equipment N.E.C.,795
Non-EU,2015,Machinery and Equipment N.E.C.,765
Non-EU,2016,Machinery and Equipment N.E.C.,680
Non-EU,2017,Machinery and Equipment N.E.C.,545
Non-EU,2018,Machinery and Equipment N.E.C.,600
Non-EU,2002,Mining & Quarrying,330
Non-EU,2003,Mining & Quarrying,280
Non-EU,2004,Mining & Quarrying,330
Non-EU,2005,Mining & Quarrying,365
Non-EU,2006,Mining & Quarrying,340
Non-EU,2007,Mining & Quarrying,490
Non-EU,2008,Mining & Quarrying,490
Non-EU,2009,Mining & Quarrying,600
Non-EU,2010,Mining & Quarrying,1120
Non-EU,2011,Mining & Quarrying,1270
Non-EU,2012,Mining & Quarrying,1170
Non-EU,2013,Mining & Quarrying,1240
Non-EU,2014,Mining & Quarrying,1440
Non-EU,2015,Mining & Quarrying,1460
Non-EU,2016,Mining & Quarrying,1380
Non-EU,2017,Mining & Quarrying,1245
Non-EU,2018,Mining & Quarrying,1355
Non-EU,2002,Other Services,50
Non-EU,2003,Other Services,60
Non-EU,2004,Other Services,85
Non-EU,2005,Other Services,95
Non-EU,2006,Other Services,75
Non-EU,2007,Other Services,70
Non-EU,2008,Other Services,80
Non-EU,2009,Other Services,105
Non-EU,2010,Other Services,65
Non-EU,2011,Other Services,75
Non-EU,2012,Other Services,95
Non-EU,2013,Other Services,70
Non-EU,2014,Other Services,65
